2594,4734,11250,30782
1563,3424,7041,17970
5555,9770,20194,50489
5166,10686,24154,58210
7545,14304,38589,93447
8790,20003,59950,152752
4839,12833,45426,132300
3914,10519,47405,171775
1021,2778,14569,78729
781,2009,10157,77110
