6921,7919,9982,26389
5404,5703,6912,15618
12817,14848,18794,44102
13036,16050,22529,51637
16295,22075,30339,75957
20161,28765,41822,111012
10492,17503,28142,80341
7724,13398,22430,84239
1554,3121,6135,27409
1045,2479,4961,25408
