1363,1902,1963,10423
1031,1550,1632,7823
3257,5004,5460,20564
4043,6301,6695,24784
5330,9331,9767,40031
8164,14296,16923,65918
4588,8680,11038,53927
2980,6370,9040,58827
646,1644,1972,18648
467,1294,1838,16276
