8237,11091,20222,33443
5887,7677,13540,22898
13513,19017,32664,52302
11515,17453,31630,54017
13964,22429,42585,73790
15414,28313,54556,105070
10181,19536,39770,85491
8517,17408,40072,97242
2185,5417,12783,35000
1323,3271,10415,32645
