8858,1038,478,762,228
5336,723,374,631,236
13272,2126,1479,1410,521
14152,3027,1633,1805,545
18267,4504,3167,3393,1261
26147,8277,5694,5713,2077
21897,7671,5165,5220,1921
22890,9348,7779,7773,3041
8971,3730,3655,3647,1384
7181,2599,3316,3971,1698
