20326,23607,33158,59730
13004,16679,21345,40514
33046,42500,58321,102563
31615,45970,63696,119892
39318,61537,89769,166888
44329,78012,119468,246470
25844,48122,80751,186329
16756,35402,69648,214367
4233,9025,18492,84161
3056,5797,12840,86308
