4499,4715,5972,27563
3239,3658,4386,18367
9856,10767,12781,47993
11390,12599,16013,61409
16409,20220,25745,97191
24218,32668,42621,174272
14993,23195,32436,162786
11962,19148,29515,204599
2608,4362,7445,82682
1992,3466,5587,75085
