14632,56484,75306
5690,45152,54542
4669,44610,58320
1882,34500,51312
2764,48115,58055
856,46696,54737
9831,48719,62754
5006,51561,60826
17814,58892,67442
25801,56223,64869
4038,35307,42475
4999,42594,50906
36231,49891,66670
2675,46594,73038
4979,41975,48543
4211,46973,57843
8676,74513,83614
15066,52100,65827
5438,41707,49974
5492,61761,66330
1097,39514,60742
13834,60101,66968
2696,42466,55397
27795,54942,67051
17570,55768,65089
2590,50091,59516
63273,55978,74810
2101,49808,61294
6509,40623,49825
57631,78328,92398
20623,50744,68992
713,28352,38192
56280,45355,55600
1676,42792,55833
176700,78058,100693
10234,41964,55684
11736,38765,53296
34619,77373,95670
4708,43780,54536
34992,70163,82142
3383,48796,58835
6338,42934,52519
4771,50830,63804
6499,60910,80639
7102,42523,55802
156378,60182,85456
5454,50116,57174
3259,38617,48544
22758,38145,54926
34404,58918,71913
2614,40732,53521
1090,41818,51816
13919,69450,77735
5380,41387,53805
5522,37388,53677
2554,46369,59187
6905,40855,52069
29756,91574,110142
23558,50563,64634
46617,99573,115430
5903,45934,53795
206393,75658,115469
8163,44624,60584
855,49279,55995
21764,56221,76714
13438,48810,60875
6524,38759,49095
4538,51000,82488
203575,66432,83980
10647,48610,60770
45552,58295,75143
1573,35795,45956
7882,49077,59542
8968,82259,98574
6693,47473,61039
2906,49381,58282
52906,67683,79137
36314,66233,76842
2455,50125,58741
16431,61088,72479
3632,49194,63617
3950,42577,54114
4183,34739,45589
2233,35490,44856
2316,43634,55338
7692,60290,73064
4430,49741,59201
2561,51739,55290
12244,43935,56923
7400,67319,82158
17097,48756,60432
2279,42909,55630
3570,50522,54092
25247,49499,61575
7203,56826,67328
5916,44510,53966
3350,54036,61015
3217,37668,45489
6969,50554,59918
1879,49229,58377
5771,43597,55627
1706,41058,52559
5244,41477,49831
7194,57440,70580
2132,42933,52922
4875,55030,76042
10660,44811,49966
46771,50999,68848
24968,56113,65445
9209,82625,106891
3736,57399,62467
38553,67668,75315
6848,52500,63575
8405,59623,76531
5023,47747,60010
4922,61309,69905
10718,48675,57713
2935,48257,56844
6453,51380,75246
666,33333,41096
4487,50864,63593
1957,35914,49573
44318,46486,61001
21428,58441,71794
1264,52391,60141
3380,46591,58554
2356,38173,50692
16239,50251,60336
6550,46972,59700
1056,32566,42332
7482,43138,55556
1884,38993,48807
430,36500,43916
5423,47204,56901
2648,35017,47096
3787,33608,42079
2327,38007,48541
11128,42835,58270
9329,41712,59441
6857,46442,60183
2719,45707,56780
1653,46282,65141
17139,50076,65114
2183,34176,51308
2146,35901,57673
6569,47736,59856
7167,43590,52455
18369,50683,63441
22989,60249,71384
8912,46455,60165
1350,34030,50383
4995,45757,55805
7328,43465,54097
735,51458,56865
1495,31556,40913
8185,51282,62815
25735,45728,61366
1895,38627,47902
2486,39534,50203
2307,44025,51627
5706,44411,56292
43012,59862,74919
217400,85440,100862
12,88750,101667
15609,73205,85704
36025,75407,94180
102874,67641,84107
1187,42978,58694
20010,57079,68128
1802,49145,61491
2653,41110,51653
11297,54323,63627
6063,76575,97651
1858,55586,67706
11470,49568,62072
26721,58034,73345
2900,44390,55838
680,50000,69551
321,46587,60731
46991,47302,56989
1950,63545,68043
5514,51608,62177
227,33897,50562
2347,49267,58928
1147,60954,66046
6684,49157,60030
3161,56044,61048
3441,51964,62337
4539,49872,60541
3948,45093,57230
4509,44962,50209
6690,56195,68055
5686,46585,55146
38681,56911,70299
8474,60899,73013
2317,53709,61894
1051,48894,53225
1254,47756,55058
8084,37385,57758
5233,49733,63073
10304,58875,68198
1124,46802,54564
2786,37118,50001
5771,51998,59377
2031,45837,54994
3576,47768,55666
2357,62389,68578
19950,50795,61834
2394,60100,70324
2589,46690,58643
17503,58992,71365
1937,33977,41140
4264,61238,69236
14042,67049,82389
1367,64292,71680
9216,60525,74052
1447,61464,74607
4369,56063,70298
3522,53871,61741
42670,69554,86155
9071,56066,66786
4596,55434,67858
3616,52000,62788
9800,76109,85783
11880,53465,69799
1186609,66187,92208
5177,59235,74925
2878,54423,67611
22964,71343,80123
4539,64446,75138
5306,65220,72194
238824,95208,121635
5383,51601,63581
1735,49290,59754
9212,64204,81228
5602,52735,63743
3542,60799,73924
10304,48376,57608
9627,56215,64412
1554,53250,65561
3905,53680,61390
12791,78918,89008
2369,56202,66036
5470,54700,63928
1124,46932,63370
2162,60066,69981
13991,64959,78580
8108,58930,71793
11948,52697,71306
2772,59406,67101
10024,55188,68489
6492,63789,74088
6620,63490,83420
3006,50796,63709
127489,80085,99316
28271,61559,71568
29479,91368,102382
12809,52496,64780
179071,92116,124253
29720,64693,74561
3322,48269,59501
9026,62194,76965
9767,64978,77660
7189,62765,72456
6853,54058,66672
82541,87760,100082
39616,83812,99482
28016,59733,76112
13273,60309,69200
71740,67064,79372
10463,52408,61194
3238,62827,73960
4164,56188,63769
3906,55256,64715
3433,73969,82960
4871,63831,73280
9420,81766,95940
7523,54529,64525
9038,62224,72336
4018,55610,66338
13890,69172,78162
46921,65884,83432
5049,53689,63017
4717,73890,87527
4484,49542,59373
1153,45551,56755
1501,45764,58656
1666,68179,76514
8041,60224,68202
4198,57038,69341
37698,62123,76031
69284,63373,78428
6640,47023,63458
51964,71338,85520
2166,58547,66131
1444,61563,71577
6314,56074,64172
1655,62993,70583
12450,54367,64499
37329,68994,80657
4672,48879,63008
20166,51986,61571
3329,61412,70815
4530,53887,65452
4080,64959,73130
4952,54060,61363
4253,56110,72574
15709,58305,67864
171130,86747,100779
17749,54242,67066
74655,58536,71860
10979,78590,93619
8671,56345,64431
90579,60867,76123
20674,64614,79825
2336,57079,66313
3625,45310,53525
16166,80907,115866
4141,59221,73300
5551,60427,70772
10077,50753,62018
28306,60754,71145
7356,57826,63606
8408,57960,65801
2889,46628,56829
7936,56684,68359
13262,70251,83774
6830,54432,64161
11486,56561,68035
27873,51591,65136
11401,66988,75740
50812,53154,65090
6461,46311,54243
20169,66670,79634
4715,54191,64933
6452,63675,73205
5796,47724,59950
9167,61861,71915
17507,49685,60459
8979,54728,63798
76696,99768,122879
19490,72559,82156
10220,59691,69447
40056,79943,90791
12399,51172,59981
22475,57615,68834
9769,57067,67667
11506,56297,64518
9147,67259,72216
5506,47376,56365
8478,52922,62481
7320,51657,59724
37560,73059,86606
9529,53840,63444
21184,60725,73482
9255,51922,67498
122309,60080,72596
28009,58674,68521
13164,52567,63190
32706,54074,63589
213144,52417,69572
12253,57613,66311
2709,55776,65056
9102,53154,60950
27437,62959,78236
10259,53218,63995
19354,63148,75563
3859,57870,71913
12703,57363,65377
1679,59539,70027
5209,46454,53347
6084,51503,59936
4142,52130,65475
4953,57732,64671
3696,50069,63074
43450,76004,86649
7432,73319,83673
3604,53822,62508
9072,59037,70908
7056,47682,60409
7773,59022,67643
4933,56923,66901
65452,56861,71505
6353,48435,59350
11897,60234,69481
5795,64930,69779
6349,46205,56364
9580,56300,67570
5462,55748,63361
2990,48689,56316
38212,63086,79670
4845,60757,69380
2018,57330,61267
44977,58352,70915
4255,50674,59573
24490,52203,66495
9026,52204,60777
2429,61784,82437
17003,72764,90236
7445,50107,62984
18814,48417,59168
7833,57459,70281
6846,60995,67780
9219,61149,70159
2071,60232,71183
1182,56552,63304
3900,56269,67072
3478,51142,59024
1692,61845,84810
7408,69676,76606
31212,61495,72828
6837,67769,80034
6546,75486,86450
5867,69097,82609
4915,58937,72727
4367,63153,71095
2902,55234,69407
5661,64495,71444
3930,52403,66512
5348,66176,73302
11746,61804,76010
3351,61634,71185
3664,55735,65698
2263,59972,71096
4510,64651,85399
5192,57348,68707
13047,63452,73719
4392,57067,68392
18882,90092,108720
2162,51772,66754
2046,46275,59279
5019,68096,75108
10871,53237,67567
5271,64798,82401
24280,66046,78145
2661,63310,84840
5256,60296,67776
4593,56004,67137
3023,54625,72047
2030,61389,77353
2606,57150,74563
3539,70837,90353
3294,62036,77818
4139,58135,67296
3140,60921,71138
4611,64360,72873
4138,67468,74888
5090,58504,67739
2440,55582,68057
2832,62143,72844
2011,58470,72466
4758,73465,77270
5825,56474,68134
9983,63418,71206
4087,60989,80190
29043,79964,97513
5554,64955,77031
2711,54323,62683
4368,64283,81364
9296,55274,64106
53672,75761,88676
3069,57545,68701
2474,55547,58634
3145,62459,72269
4219,68812,80931
5823,59173,69074
9000,69241,76681
10517,60501,71509
4034,75167,82876
2926,66895,70073
2514,57292,69590
2247,56887,66809
3079,53586,63101
11437,60616,72947
3853,63912,81344
1833,63939,70874
4164,57784,67472
2399,60550,71270
6979,73086,81980
1921,56607,70050
112738,73043,90119
24736,63669,75304
4783,66827,75337
1395,53353,62176
2843,61942,73419
42490,70480,86363
3364,62273,74520
8819,67067,79885
18849,76860,89733
4905,60657,73024
1840,51701,63540
3448,55380,65640
2095,54591,60256
9445,51694,63049
12869,74558,85295
6045,66967,76359
1686,52447,65476
9052,57137,70403
3026,61599,69759
5390,66694,76483
25522,57202,69797
2235,60159,73463
3354,59070,71279
3588,50344,57629
2289,54962,64753
4063,56271,66845
1436,56048,69942
7384,56250,69405
3850,50231,57980
2632,52456,60848
17274,70484,84891
728,56346,63733
1091,45221,56562
5518,51748,60219
820,53571,61779
613,52083,74425
2239,57236,69564
2446,45688,55070
2425,66026,76295
504,55431,60103
8964,53091,65484
9244,50936,66125
895,44243,66462
5445,58884,67833
2137,57530,66978
23609,70955,89125
831,55114,68110
828,43500,51129
6431,63712,76205
1616,58566,70523
8985,56111,69587
8039,57380,65875
6834,58750,68530
8797,51712,64124
842,51939,70338
738,59000,78109
2197,59306,81058
1567,63875,77744
347,58875,88510
1859,53288,61211
743,51953,70568
1662,48333,62817
9152,65591,72046
1052,60125,76090
596,67000,83168
3869,63807,70288
5338,67439,75764
962,51957,59958
146900,92512,117261
958,60735,68315
2150,58299,66555
680,57647,67634
5732,49907,64814
447,64886,84172
18607,77727,87214
898,54167,60204
3046,52761,71276
760,59412,68860
7791,51106,62194
8086,68039,80045
3333,57375,63733
2786,60625,69072
1287,54093,62139
8986,73528,85458
1770,61486,76622
9105,52583,60674
1628,57161,68963
891,51250,64450
2832,61696,73598
4425,49915,59424
899,61940,84325
1376,63182,67558
4635,62512,71090
1077,49073,63981
1761,66085,75658
1601,56750,70511
1587,55102,64968
5627,71259,80108
2626,60000,77272
785,55551,66726
16996,54770,67580
1375,52944,67661
2688,57196,69078
13786,63634,78522
1473,53029,64782
928,52727,61136
2054,48132,64645
14581,55970,71321
1453,55938,67517
124837,63042,77443
5462,52529,63289
45929,63230,77256
689,57244,69150
1634,46154,58819
1183,51914,69211
1224,56667,66396
570,50948,65444
1446,63438,79007
6113,61676,70474
1689,71777,93968
813,56090,67539
1998,65417,70448
428,59038,78420
1620,55034,63907
621,54952,64099
2585,48174,56010
926,47159,60216
36955,47025,57079
4948,45463,52156
5629,49378,57221
6032,64806,68344
2265,56414,72838
11733,51272,56975
3072,36823,48880
7549,31816,43099
32123,78101,90615
5407,48310,65454
13232,53328,74245
7472,49654,65204
2164,55526,64544
3432,28825,42857
5178,46870,54460
20986,62514,71290
3684,45314,51598
3516,48478,58894
8773,56752,69344
22673,69837,81785
1534,47667,59780
2863,46281,57883
7151,44210,56201
4214,41516,47701
18397,45583,59264
10269,57583,70317
4939,30085,41129
2585,31364,46393
2451,48083,64457
1708,37620,46361
25866,57866,67025
3429,47637,56541
1773,33786,43043
3968,36327,46089
71828,67973,89100
3913,45490,57401
10638,37838,51011
12760,58556,71466
1781,39274,50877
2052,48984,58036
4791,55105,61266
6427,51866,63370
10029,50693,63161
6803,41216,55995
3221,44338,53224
10204,53746,64851
2610,54461,62882
28277,58565,70504
8039,33791,46994
4643,51177,62443
5011,42359,52230
12498,54654,65935
4351,53557,64662
1196,46549,53509
12646,51596,62873
3985,29749,41736
187930,61622,80934
13441,58733,77973
6635,41981,57097
40067,66229,82971
4067,43684,56613
8237,32879,43791
3866,50559,58064
16887,43075,58984
4136,42182,51043
1910,30036,42235
2992,37796,47690
6467,44104,53187
3630,40119,50152
6896,43121,51424
2665,47075,57891
7455,47378,55207
1903,55125,65278
17563,57709,75381
4535,30543,38288
2651,47436,57341
20544,54652,67453
3530,34600,44050
4755,47360,57129
8784,54460,64668
3235,31922,45587
4666,48486,69505
7872,50574,63409
1608,33897,46823
5996,58533,65793
2717,40943,51283
2865,39949,49245
6773,45434,62024
3503,41116,52217
8579,44874,57903
12171,54708,69969
1974,48164,56652
6369,44200,56405
15915,91587,113197
3121,60356,67663
1129,29973,44591
3561,57357,68533
7587,40814,53168
17962,42210,54421
2989,39010,47647
17797,44363,59911
552,49643,53416
4808,39404,49915
5350,47044,56523
4774,37256,47098
13054,71455,83456
11749,70044,83364
4547,47303,57529
5122,69980,79793
6580,46250,54792
3306,51241,54696
4197,53893,70990
2558,57174,61801
4008,45143,58502
27838,60772,75297
3322,48578,57596
5770,36059,47254
3667,54448,61094
9379,37441,48664
1736,30407,42890
6606,71995,88357
15841,46159,60707
5436,48306,61336
29532,77640,86317
6162,55603,67011
10887,40311,56490
9505,59364,68615
3690,42271,56048
30219,67961,81659
61452,52823,72095
50632,55484,73525
2643,47327,61519
1899,71310,90346
2634,44627,62776
3694,39539,55105
5270,38125,50732
7175,51734,62680
103104,63558,84827
1620,30840,43689
5043,54664,68374
8524,41022,54204
5213,40147,54662
4905,47832,61040
18903,51402,70956
7829,54191,70828
4444,45490,57732
107787,61131,79532
8334,51772,64953
54098,67061,87196
25284,59941,75090
4099,55587,69891
10300,51206,70317
34363,66164,76656
2447,33063,44587
7037,39570,50212
9585,47936,66981
78318,46512,74429
37849,50992,68263
6401,66800,80427
5753,59064,72422
31097,51092,67798
2362,46024,64440
5586,45070,54948
6162,46816,64681
9908,45087,58354
14084,66392,80555
2990,40590,54049
6049,63632,76737
11401,56540,66876
21473,45574,59461
13059,54589,68352
14038,48754,61901
63510,74834,92854
29928,53101,65970
1369,35328,53469
27821,60417,75386
6012,48125,56508
15568,54061,68946
13446,51718,62162
11768,41963,54653
10756,44436,56290
6448,64567,73602
2883,44018,56991
2981,75613,88360
3873,45200,54726
27529,57444,69612
19203,50779,60334
72171,75432,95853
7937,50251,61684
15198,60022,72571
32535,59915,71720
10717,60581,74543
9670,59398,73482
14635,49920,59719
39131,56155,69408
5113,45917,57776
9713,69561,77642
14213,50051,59540
10519,52614,62460
8911,45117,55371
53010,70642,82731
17349,54022,65684
138458,101268,122127
204449,81116,102340
23573,107684,118540
8457,66471,75645
44526,100643,113289
26555,79128,90149
37777,104078,116654
9199,57893,71474
62940,98259,111651
8314,56341,68234
66487,92642,106672
78834,128657,149530
4751,72360,93234
248311,117408,153144
200498,84808,99622
13111,97909,112818
28038,95186,109793
4979,53413,61713
10866,74811,101579
37646,66435,79527
24644,59379,74694
13452,68840,90226
125055,50151,70903
59553,76311,96969
32794,65216,83923
138396,72018,87236
3879,82452,95849
189950,84185,107156
18339,67785,79591
115839,61474,77022
34661,81385,96235
371061,104032,133033
2462,92500,135463
169375,108943,141594
127961,90431,110459
141599,61449,91237
201213,81519,97466
3188,45424,57658
2246,46083,58297
30856,59509,70606
8201,48308,58388
6805,53125,65125
4411,45479,56518
2062,51705,56844
16159,63064,74623
28710,55652,67171
5180,54971,66686
39861,56324,71610
11054,50701,61066
34681,52857,67046
13830,55053,67115
7394,56236,75438
7623,46010,58305
9110,54513,64053
8468,40297,49226
20039,72958,86604
3880,50114,55109
10393,53489,62370
7672,53342,68091
28707,65740,75341
9190,61644,85032
107022,53072,65234
7522,45605,54919
4134,46570,54194
22743,63616,79964
10158,50893,59841
12378,49976,60167
8147,52409,64771
9084,50996,60896
61908,62971,79474
15764,54829,63565
7026,45265,55935
3143,46502,57620
13689,51563,66431
40593,57263,68449
60345,62159,80236
4461,48153,57437
154002,63176,79883
610,50250,61242
2494,37664,46159
24617,60597,71727
6354,66570,86823
25552,59156,67539
51009,82959,96401
1552,45950,55764
3180,47542,57864
222460,66612,78382
6857,49708,61469
15917,61103,73596
8328,50719,62393
10126,50330,62309
6981,49566,57987
22837,65735,87623
4111,47446,56537
41178,65363,76203
16596,47435,55508
2713,42632,51310
44699,50092,61102
12861,50181,60859
320311,84182,108158
6838,47419,56754
5852,42137,53175
1927,44986,52125
6324,45839,52982
2457,40517,48405
6629,56823,69704
69937,67166,81195
4005,46601,56377
7164,40691,57174
49816,54004,66676
43959,58697,70280
15645,52116,61271
10746,50648,61062
2258,47557,59565
19544,53971,64794
14959,51319,59905
19770,54472,64249
78436,85115,104404
422905,52423,68813
8590,48790,59569
4963,50684,62794
87961,81798,92673
9287,59844,71883
11033,53549,65417
9990,64694,71706
1580,56012,68744
14184,68864,80365
6770,65804,75030
9210,63548,72477
25455,96913,118806
8923,53277,65742
3263,64608,75096
14248,75513,85573
14801,68533,76735
2492,52661,61317
1716,59643,78617
3224,55081,66322
18056,57958,72170
107517,88889,105003
5404,81702,90365
10448,65133,78639
4167,56849,66554
5746,64379,73838
8385,58220,71899
12610,73075,84133
1728,61455,72502
279427,84559,112017
5424,65646,74288
5938,55744,67723
9954,68053,77350
12989,56705,66161
3032,64625,76294
4258,54060,62086
11596,62904,77538
1206,64310,73032
3673,56065,73344
2105,60873,75339
3303,61548,72104
1090,49816,58904
7786,70426,81062
1615,63201,75145
6292,70016,81697
10098,67968,76373
1405,47781,57366
2663,65057,73619
5712,61233,75004
6528,63881,73058
6913,57885,64931
9032,60155,69578
10076,61094,73795
2496,63545,73752
8259,71741,80378
5658,55102,67758
1735,59103,68227
37863,83250,102937
16549,61645,73574
3529,61448,69490
7745,53869,62229
2618,56071,67850
8343,64911,77619
3176,64740,80094
119801,71206,88923
1118,59600,64003
4183,60685,74539
4282,58599,70744
15595,72133,81895
2724,58835,69067
4448,59226,71575
50162,63168,75110
34831,97693,112940
22864,80939,88598
4021,64750,74465
37197,69196,81253
9837,71627,81935
2226,71563,98925
2719,64250,70900
6837,53847,64502
946,62258,79175
6150,66629,79281
3756,50354,57694
5027,66173,77563
65270,94263,111667
3025,61064,73726
1757,62835,72400
11389,67948,77339
34144,81683,91194
2856,61389,71270
7127,36044,54552
9992,43320,56101
3246,36277,48150
4806,41356,55517
2123,42436,54403
7881,36443,51716
3889,39502,48526
2781,41038,54215
4520,36783,48585
2267,41164,51116
1978,31385,42065
4600,41518,52658
5699,39169,55021
6470,31078,46986
6698,45769,59720
4813,42657,53046
44020,64822,76072
17200,46827,60400
2413,39234,74784
5885,53793,62291
3055,47109,53217
5164,48301,63598
12795,53192,63617
47656,51941,66250
57415,47132,63588
4317,25995,36838
2016,28816,40438
295,26488,39418
6426,45142,54845
35024,58357,73187
4903,37218,51011
1671,32793,43652
3171,34986,46028
17973,43888,59405
2283,40962,48629
9313,59882,81064
15165,62945,80212
20146,46954,64682
3483,49975,62195
5828,38766,55570
22676,54292,64248
7043,30285,44635
9817,41572,56457
15132,48662,62519
25414,73775,102297
7050,38941,55059
9232,41319,54659
10209,45361,52148
2896,37395,44836
7619,41449,55087
6091,44720,56781
3034,34375,40022
9746,55210,70586
7930,41849,56780
14958,50330,61054
3331,40267,50074
9712,41288,55635
7137,50403,58811
6872,42093,49660
2086,28171,40233
38696,67674,81045
7000,39404,52611
1178,51250,50843
7006,44651,56641
4663,44849,60614
4294,50491,61144
5915,31893,46488
3253,37539,43322
7013,51887,66277
6280,41358,53403
5779,40949,52355
2341,34946,46103
7745,44772,55971
3581,43597,56553
12237,54240,67386
12412,33025,49850
5561,38502,59119
3050,45647,54752
2351,39966,47611
5229,40589,53658
3270,46360,56252
5937,33157,45878
5501,54609,66579
4687,67006,75761
1524,54247,64544
6430,53564,60370
9496,47663,56802
3650,49713,59923
4529,50469,60835
5756,42896,52915
3337,45273,58033
37372,70096,89209
21256,57326,67663
11271,43135,56737
2667,53186,61152
11233,58357,69916
12558,49942,60453
19274,57604,70467
2474,61400,71513
1521,40597,51777
27627,68480,81148
3816,38058,47187
1961,51356,58817
22601,60493,74206
1784,50288,58268
59138,73380,86120
5806,64341,72114
19243,66712,78170
4635,56565,67142
6421,44985,51769
2177,44175,57394
4804,44382,53509
2258,51500,59703
2531,57163,61924
4217,42356,53413
3648,38312,46597
8369,38503,50698
27726,60741,73903
4103,52579,62752
1871,47750,58897
69461,53359,67984
2692,47000,56645
2319,44691,54314
6154,50344,59811
2826,36457,44446
1473,53578,62242
2478,54167,62209
10883,41181,50072
2817,44069,53220
164397,60580,75835
29632,49154,63556
59036,64116,74319
13189,58641,67510
1121,44073,61536
10042,43826,53324
9248,65057,68577
10280,47950,57646
2692,49043,58172
13476,59074,67629
3173,47327,64265
3684,54663,64116
5687,45172,54240
4045,50393,59359
3264,39718,50298
2601,55331,61871
7669,52844,65320
1077,49087,56304
6732,44911,53911
3338,38789,49664
3822,59253,64171
2294,53116,58242
3524,48314,58831
5514,45048,51247
5066,45469,56707
15801,50565,65789
4605,56449,63501
2910,36791,46938
3800,61660,67199
2983,37938,45495
4362,38152,50757
5305,58656,69168
